DATA DE REGISTRO,NORMA,LINK,ORIGEM,SITUAÇÃO,RESUMO,TEMA,ESTADO DE CUMPRIMENTO,ÁREA RESPONSÁVEL,CUMPRDEC CNJ/OFÍCIO CSJT,PROAD,PLANO DE AÇÃO PARA ADOÇÃO,LINK PARA PLANILHA,TOTAL ITENS SIM,TOTAL ITENS NÃO,OBSERVAÇÕES,LINK PARA FORMULÁRIO,PRIORIDADE DE FORMULÁRIO,IAD,NORMA - ORIGEM
20/01/2025,Resolução nº 613/2025,https://atos.cnj.jus.br/atos/detalhar/5938,CNJ,Meramente alteradora,"Altera a Resolução CNJ nº 303/2019, que dispõe sobre a gestão de precatórios e respectivos procedimentos operacionais no âmbito do Poder Judiciário. ",Precatórios,Não se aplica,Não se aplica,_,_,Não se aplica,,,,,,Não se aplica,,Resolução nº 613/2025 - CNJ
10/01/2024,Resolução nº 543/2024,https://atos.cnj.jus.br/atos/detalhar/5402,CNJ,Vigente,"Institui o Programa Nacional Permanente de Apoio à Desinstitucionalização de
Crianças e Adolescentes Acolhidos e a Egressos de Unidades de Acolhimento
– Programa Novos Caminhos/CNJ.
",Infância e Juventude,Não se aplica,Não se aplica,_,_,Não se aplica,,,,,,Não se aplica,,Resolução nº 543/2024 - CNJ
11/01/2024,Resolução nº 544/2024,https://atos.cnj.jus.br/atos/detalhar/5403,CNJ,Meramente alteradora,"Altera a Resolução CNJ nº 364/2021, que dispõe sobre a instituição da Unidade de Monitoramento e Fiscalização de decisões e deliberações da Corte Interamericana de Direitos Humanos no âmbito do Conselho Nacional de Justiça, bem como apresenta Modelo Exemplificativo com diretrizes para a criação de tal órgão nos tribunais.",Direitos Humanos,Não se aplica,Não se aplica,_,_,Não se aplica,,,,,,Não se aplica,,Resolução nº 544/2024 - CNJ
16/02/2024,Resolução nº 545/2024,https://atos.cnj.jus.br/atos/detalhar/5447,CNJ,Meramente alteradora,"Altera a Resolução CNJ nº 232/2016, que fixa os valores dos honorários a serem
pagos aos peritos, no âmbito da Justiça de primeiro e segundo graus, nos termos
do disposto no art. 95, § 3º, II, do Código de Processo Civil – Lei 13.105/2015.",Gestão Administrativa,Não se aplica,Não se aplica,,,Não se aplica,,,,,,Não se aplica,,Resolução nº 545/2024 - CNJ
22/02/2024,Resolução nº 546/2024,https://atos.cnj.jus.br/atos/detalhar/5454,CNJ,Meramente alteradora,"Altera a Resolução CNJ nº 75/2009, para estabelecer novas regras quanto à cota para pessoas com deficiência, no Exame Nacional da Magistratura.",Direitos e Deveres dos Magistrados,Não se aplica,Não se aplica,,,Não se aplica,,,,,,Não se aplica,,Resolução nº 546/2024 - CNJ
22/02/2024,Resolução nº 547/2024,https://atos.cnj.jus.br/atos/detalhar/5455,CNJ,Vigente,"Institui medidas de tratamento racional e eficiente na tramitação das execuções fiscais pendentes no Poder Judiciário, a partir do julgamento do tema 1184 da repercussão geral pelo STF.",Gestão Administrativa,Não se aplica,Não se aplica,,,Não se aplica,,,,,,Não se aplica,,Resolução nº 547/2024 - CNJ
23/02/2024,Resolução nº 376/2024,https://juslaboris.tst.jus.br/handle/20.500.12178/231316,CSJT,Meramente alteradora,"Altera a Resolução n. 355/CSJT, de 28 de abril de 2023, que regulamenta os procedimentos administrativos a serem adotados em relação a ações judiciais que tenham por objeto o assédio eleitoral nas relações de trabalho.",Acesso à Justiça e Cidadania,Não se aplica,Não se aplica,,,Não se aplica,,,,,,Não se aplica,,Resolução nº 376/2024 - CSJT
15/03/2024,Resolução nº 548/2024,https://atos.cnj.jus.br/atos/detalhar/5486,CNJ,Meramente alteradora,Altera o Regimento Interno do Conselho Nacional de Justiça.,Funcionamento do CNJ/CSJT,Não se aplica,Não se aplica,,,Não se aplica,,,,,,Não se aplica,,Resolução nº 548/2024 - CNJ
18/03/2024,Resolução nº 549/2024,https://atos.cnj.jus.br/atos/detalhar/5498,CNJ,Meramente alteradora,"Altera as Resoluções CNJ nº 401/2021 e 512/2023, com o fim de uniformizar os parâmetros das políticas de inclusão adotadas pelo Conselho Nacional de Justiça nos concursos de servidores do Poder Judiciário. ",Acessibilidade e Sustentabilidade,Não se aplica,Não se aplica,,,Não se aplica,,,,,,Não se aplica,,Resolução nº 549/2024 - CNJ
22/03/2024,Resolução nº 377/2024,https://juslaboris.tst.jus.br/handle/20.500.12178/231210,CSJT,Vigente,Dispõe sobre a regulamentação das mediações pré-processuais individuais e coletivas no âmbito da Justiça do Trabalho de primeiro e segundo graus.,Acesso à Justiça e Cidadania,Em análise,Núcleo Permanente de Métodos Consensuais de Solução de Disputas da Justiça do Trabalho,,,Não se aplica,https://docs.google.com/spreadsheets/d/1gGmERSFsSz48YaKft4Zmk9i9Q6vKKf0G-nZwW3zJShg/edit?resourcekey=&gid=1046294394#gid=1046294394,,,,https://docs.google.com/forms/d/1d8OSDFUNILk30sMXBGjbMl07tVf5HzwxG_U6bzT5jIM/edit,Sim,,Resolução nº 377/2024 - CSJT
03/04/2024,Resolução nº 550/2024,https://atos.cnj.jus.br/atos/detalhar/5509,CNJ,Meramente alteradora,"Altera a Resolução CNJ nº 400/2021, que dispõe sobre a política de sustentabilidade no âmbito do Poder Judiciário. ",Acessibilidade e Sustentabilidade,Não se aplica,Não se aplica,_,_,Não se aplica,,,,,,Não se aplica,,Resolução nº 550/2024 - CNJ
11/04/2024,Resolução nº 551/2024,https://atos.cnj.jus.br/atos/detalhar/5510,CNJ,Meramente alteradora,"Altera a Resolução CNJ nº 194/2014, que instituiu a Política Nacional de Atenção Prioritária ao Primeiro Grau de Jurisdição e dá outras providências.",Priorização do Primeiro Grau,Não se aplica,Não se aplica,,,Não se aplica,,,,,,Não se aplica,,Resolução nº 551/2024 - CNJ
11/04/2024,Resolução nº 552/2024,https://atos.cnj.jus.br/atos/detalhar/5511,CNJ,Meramente alteradora,"Altera a Resolução CNJ nº 195/2014, que dispõe sobre a distribuição de orçamento nos órgãos do Poder Judiciário de primeiro e segundo graus e dá outras providências. ",Priorização do Primeiro Grau,Não se aplica,Não se aplica,,,Não se aplica,,,,,,Não se aplica,,Resolução nº 552/2024 - CNJ
11/04/2024,Resolução nº 553/2024,https://atos.cnj.jus.br/atos/detalhar/5512,CNJ,Meramente alteradora,"Altera a Resolução CNJ nº 219/2016, que dispõe sobre a distribuição de servidores, de cargos em comissão e de funções de confiança nos órgãos do Poder Judiciário de primeiro e segundo graus e dá outras providências.",Priorização do Primeiro Grau,Não se aplica,Não se aplica,,,Não se aplica,,,,,,Não se aplica,,Resolução nº 553/2024 - CNJ
11/04/2024,Resolução nº 554/2024,https://atos.cnj.jus.br/atos/detalhar/5521,CNJ,Meramente alteradora,"Altera a Resolução CNJ nº 417/2021, que institui e regulamenta o Banco Nacional de Medidas Penais e Prisões (BNMP 3.0), e dá outras providências.",Execução Penal e Sistema Carcerário,Não se aplica,Não se aplica,,,Não se aplica,,,,,,Não se aplica,,Resolução nº 554/2024 - CNJ
17/04/2024,Resolução nº 555/2024,https://atos.cnj.jus.br/atos/detalhar/5533,CNJ,Meramente alteradora,"Altera a Resolução CNJ nº 508/2023, que dispõe sobre a instalação de Pontos de Inclusão Digital (PID) pelo Poder Judiciário. ",Gestão da Informação e de Demandas Judiciais,Não se aplica,Não se aplica,,,Não se aplica,,,,,,Não se aplica,,Resolução nº 555/2024 - CNJ
26/04/2024,Resolução nº 378/2024,https://juslaboris.tst.jus.br/handle/20.500.12178/232834,CSJT,Meramente alteradora,"Altera a Resolução n. 155/CSJT, de 23 de outubro de 2015, que dispõe sobre a Gratificação por Exercício Cumulativo de Jurisdição – (GECJ) no âmbito da Justiça do Trabalho de primeiro e segundo graus.",Direitos e Deveres dos Magistrados,Não se aplica,Não se aplica,,,Não se aplica,,,,,,Não se aplica,,Resolução nº 378/2024 - CSJT
26/04/2024,Resolução nº 379/2024,https://juslaboris.tst.jus.br/handle/20.500.12178/233074,CSJT,Meramente alteradora,"Altera a Resolução n. 92/CSJT, de 29 de fevereiro de 2012, que dispõe sobre as diretrizes básicas para a implantação do modelo de Gestão de Pessoas por Competências no âmbito da Justiça do Trabalho de primeiro e segundo graus; a Resolução n. 260/CSJT, de 14 de fevereiro de 2020, que aprova o Modelo de Gestão Estratégica do Conselho Superior da Justiça do Trabalho (MGE-CSJT); e a Resolução n. 324/CSJT, de 11 de fevereiro de 2022, que dispõe sobre o Programa Nacional de Prevenção de Acidentes de Trabalho – Programa Trabalho Seguro.",Gestão de Pessoas,Não se aplica,Não se aplica,,,Não se aplica,,,,,,Não se aplica,,Resolução nº 379/2024 - CSJT
26/04/2024,Resolução nº 380/2024,https://juslaboris.tst.jus.br/handle/20.500.12178/233054,CSJT,Orientadora/ Informativa,Dispõe sobre as Tabelas para atualização e conversão de débitos trabalhistas.,Gestão e Organização Judiciária,Não se aplica,Não se aplica,,,Não se aplica,,,,,,Não se aplica,,Resolução nº 380/2024 - CSJT
26/04/2024,Resolução nº 381/2024,https://juslaboris.tst.jus.br/handle/20.500.12178/233075,CSJT,Meramente alteradora,"Referenda o Ato n. 28/CSJT.GP.SG.SEJUR, de 3 de abril de 2024, que altera a Resolução n. 124/CSJT, de 28 de fevereiro de 2013, que regulamenta a concessão de diárias e a aquisição de passagens aéreas no âmbito da Justiça do Trabalho de primeiro e segundo graus.",Gestão de Pessoas,Não se aplica,Não se aplica,,,Não se aplica,,,,,,Não se aplica,,Resolução nº 381/2024 - CSJT
30/04/2024,Resolução nº 556/2024,https://atos.cnj.jus.br/atos/detalhar/5548,CNJ,Meramente alteradora,"Altera a Resolução CNJ nº 321/2020, para assegurar a pais ou mães, genitores monoparentais, e casais em união estável homoafetiva, o direito a usufruírem das licenças-maternidade e paternidade; e a Resolução CNJ nº 343/2020, para ampliar as hipóteses de concessão de condições especiais de trabalho. ",Gestão de Pessoas,Não se aplica,Não se aplica,,,Não se aplica,,,,,,Não se aplica,,Resolução nº 556/2024 - CNJ
30/04/2024,Resolução nº 557/2024,https://atos.cnj.jus.br/atos/detalhar/5549,CNJ,Vigente,Institui Política Pública de Estímulo à Lotação e à Permanência de Magistrados(as) em Comarcas definidas como de difícil provimento.,Direitos e Deveres dos Magistrados,"0,00%",Secretaria Geral da Presidência,,,Não iniciado,https://docs.google.com/spreadsheets/d/1guvO6qkWzRfJxn2npsVtqHRoP7wNojOmyMT_GprjcBg/edit?resourcekey#gid=2051828844,0,14,,https://docs.google.com/forms/d/1Ipw-1k2mszX8sd7HO-jQqi7ZOb_TRlPOegjH0ssLlo4/edit,Não,"0,00%",Resolução nº 557/2024 - CNJ
06/05/2024,Resolução nº 558/2024,https://atos.cnj.jus.br/atos/detalhar/5555,CNJ,Alterada,"Estabelece diretrizes para a gestão e destinação de valores e bens oriundos de pena de multa, perda de bens e valores e prestações pecuniárias decorrentes de condenações criminais, colaboração premiada, acordos de leniência e acordos de cooperação internacional no âmbito do Poder Judiciário e dá outras providências. ",Execução Penal e Sistema Carcerário,Não se aplica,Não se aplica,,,Não se aplica,,,,,,Não se aplica,,Resolução nº 558/2024 - CNJ
14/05/2024,Resolução nº 560/2024,https://atos.cnj.jus.br/atos/detalhar/5581,CNJ,Meramente alteradora,"Altera as Resoluções CNJ n.º 293/2019 e 343/2020, conferindo maior efetividade à Política de Atenção Integral à Saúde de Magistrados e Servidores. ",Direitos e Deveres dos Magistrados,Não se aplica,Não se aplica,,,,,,,,,Não se aplica,,Resolução nº 560/2024 - CNJ
24/05/2024,Resolução nº 382/2024,https://juslaboris.tst.jus.br/handle/20.500.12178/233539,CSJT,Vigente,"Regimento Interno do Conselho Superior da Justiça do Trabalho [aprovado pela Resolução n. 382/CSJT, de 24 de maio de 2024]",Funcionamento do CNJ/CSJT,Não se aplica,Não se aplica,,,Não se aplica,,,,,,Não se aplica,,Resolução nº 382/2024 - CSJT
24/05/2024,Resolução nº 383/2024,https://juslaboris.tst.jus.br/handle/20.500.12178/233580,CSJT,Vigente,Regulamenta o Procedimento Unificado de Remoção de magistrados(as) entre Tribunais Regionais do Trabalho.,Direitos e Deveres dos Magistrados,"100,00%",Secretaria Geral da Presidência,,,,https://docs.google.com/spreadsheets/d/1jdj4N5HhdctU4vspsF4pEvyrQhpjhU0XVKcCVDOBZEE/edit?resourcekey=&gid=1798365663#gid=1798367942,3,0,,https://docs.google.com/forms/d/1_YLeI9Pkizwl9X_Lq_rBjLUQHWugdazT0KZx3T-Pu1A/edit,Não,"100,00%",Resolução nº 383/2024 - CSJT
24/05/2024,Resolução nº 384/2024,https://juslaboris.tst.jus.br/handle/20.500.12178/233540,CSJT,Meramente alteradora,"Altera a Resolução n. 199/CSJT, de 25 de agosto de 2017, que regulamenta as consignações em folha de pagamento dos magistrados, servidores e beneficiários de pensão, no âmbito da Justiça do Trabalho de primeiro e segundo graus.",Gestão de Pessoas,Não se aplica,Não se aplica,,,Não se aplica,,,,,,Não se aplica,,Resolução nº 384/2024 - CSJT
27/05/2024,Resolução nº 561/2024,https://atos.cnj.jus.br/atos/detalhar/5582,CNJ,Meramente alteradora,"Altera as Resoluções CNJ nº 106/2010 e 401/2021, conferindo maior efetividade à Política de Atenção Integral à Saúde de Magistrados e Servidores e às diretrizes de acessibilidade e inclusão de pessoas com deficiência nos órgãos do Poder Judiciário e em seus serviços auxiliares. ",Gestão de Pessoas,Não se aplica,Não se aplica,,,,,,,,,Não se aplica,,Resolução nº 561/2024 - CNJ
28/05/2024,Resolução nº 562/2024,https://atos.cnj.jus.br/atos/detalhar/5601,CNJ,Meramente alteradora,"Institui diretrizes de política judiciária para a estruturação, implantação e funcionamento do juiz das garantias no âmbito da Justiça Federal, Eleitoral, Militar, e dos Estados, Distrito Federal e Territórios, altera e acrescenta dispositivos da Resolução CNJ nº 213/2015, que dispõe sobre a apresentação de toda pessoa presa à autoridade judicial no prazo de 24 horas, conforme julgamento das Ações Diretas de Inconstitucionalidade nº 6.298, 6.299, 6.300 e 6.305 sobre a Lei nº 13.964/2019.",Execução Penal e Sistema Carcerário,Não se aplica,Não se aplica,,,,,,,,,Não se aplica,,Resolução nº 562/2024 - CNJ
03/06/2024,Resolução nº 563/2024,https://atos.cnj.jus.br/atos/detalhar/5603,CNJ,Meramente alteradora,"Altera a Resolução CNJ nº 135/2011, que dispõe sobre a uniformização de normas relativas ao procedimento administrativo disciplinar aplicável aos magistrados, acerca do rito e das penalidades, e dá outras providências.",Direitos e Deveres dos Magistrados,Não se aplica,Não se aplica,,,,,,,,,Não se aplica,,Resolução nº 563/2024 - CNJ
03/06/2024,Resolução nº 564/2024,https://atos.cnj.jus.br/atos/detalhar/5624,CNJ,Meramente alteradora,"Altera a Resolução CNJ nº 73/2009, que dispõe sobre a concessão e pagamento de diárias no âmbito do Poder Judiciário. ",Gestão de Pessoas,Não se aplica,Não se aplica,,,,,,,,,Não se aplica,,Resolução nº 564/2024 - CNJ
13/06/2024,Resolução nº 565/2024,https://atos.cnj.jus.br/atos/detalhar/5625,CNJ,Meramente alteradora,"Prorroga o prazo de vigência das Resoluções CNJ nº 203/2015, 382/2021 e 457/2022, até a definição de novos parâmetros para a política de cotas raciais no serviço público pelo Congresso Nacional.  ",Direitos Humanos,Não se aplica,Não se aplica,,,,,,,,,Não se aplica,,Resolução nº 565/2024 - CNJ
13/06/2024,Resolução nº 566/2024,https://atos.cnj.jus.br/atos/detalhar/5655,CNJ,Meramente alteradora,"Altera a Resolução CNJ nº 467/2022, que regulamenta, no âmbito do Poder Judiciário, o disposto nos arts. 6º, inciso XI, e 7º- A, ambos da Lei nº 10.826/2003, com as alterações promovidas pela Lei nº 12.694/2012.",Segurança do Judiciário,Não se aplica,Não se aplica,,,,,,,,,Não se aplica,,Resolução nº 566/2024 - CNJ
21/06/2024,Resolução nº 385/2024,https://juslaboris.tst.jus.br/handle/20.500.12178/234729,CSJT,Meramente alteradora,"Altera a Resolução n. 124/CSJT, de 28 de fevereiro de 2013, que regulamenta a concessão de diárias e a aquisição de passagens aéreas no âmbito da Justiça do Trabalho de primeiro e segundo graus.",Gestão Administrativa,Não se aplica,Não se aplica,,,Não se aplica,,,,,,Não se aplica,,Resolução nº 385/2024 - CSJT
02/07/2024,Resolução nº 567/2024,https://atos.cnj.jus.br/atos/detalhar/5660,CNJ,Meramente alteradora,"Altera a Resolução CNJ nº 557/2024, que institui Política Pública de Estímulo à Lotação e à Permanência de Magistrados(as) em Comarcas definidas como de difícil provimento.",Direitos e Deveres dos Magistrados,Não se aplica,Não se aplica,,,Não se aplica,,,,,,Não se aplica,,Resolução nº 567/2024 - CNJ
13/08/2024,Resolução nº 568/2024,https://atos.cnj.jus.br/atos/detalhar/5690,CNJ,Meramente alteradora,"Altera a Resolução CNJ nº 75/2009, para autorizar os tribunais a adotarem o ENAM como substitutivo da primeira etapa do concurso público para ingresso na carreira da magistratura.","Concursos, Promoção e Disciplina",Não se aplica,Não se aplica,,,Não se aplica,,,,,,Não se aplica,,Resolução nº 568/2024 - CNJ
13/08/2024,Resolução nº 569/2024,https://atos.cnj.jus.br/atos/detalhar/5691,CNJ,Meramente alteradora,Altera a Resolução CNJ nº 455/2022 para disciplinar a utilização do Domicílio Judicial Eletrônico e do Diário de Justiça Eletrônico Nacional (DJEN).,Funcionamento dos Órgãos Judiciais,Não se aplica,Não se aplica,,,Não se aplica,,,,,,Não se aplica,,Resolução nº 569/2024 - CNJ
13/08/2024,Resolução nº 570/2024,https://atos.cnj.jus.br/atos/detalhar/5692,CNJ,Orientadora/ Informativa,Dispõe sobre a instituição do Fórum Nacional do Judiciário para a Assistência e a Previdência Social (Fonassp),Funcionamento do CNJ/CSJT,Não se aplica,Não se aplica,,,Não se aplica,,,,,,Não se aplica,,Resolução nº 570/2024 - CNJ
26/08/2024,Resolução nº 571/2024,https://atos.cnj.jus.br/atos/detalhar/5705,CNJ,Meramente alteradora,"Altera a Resolução CNJ nº 35/2007, que disciplina a lavratura dos atos notariais relacionados a inventário, partilha, separação consensual, divórcio consensual e extinção consensual de união estável por via administrativa.",Cartórios,Não se aplica,Não se aplica,,,Não se aplica,,,,,,Não se aplica,,Resolução nº 571/2024 - CNJ
26/08/2024,Resolução nº 572/2024,https://atos.cnj.jus.br/atos/detalhar/5706,CNJ,Meramente alteradora,"
Altera a Resolução CNJ nº 487/2023. ",Direitos Humanos,Não se aplica,Não se aplica,,,Não se aplica,,,,,,Não se aplica,,Resolução nº 572/2024 - CNJ
26/08/2024,Resolução nº 573/2024,https://atos.cnj.jus.br/atos/detalhar/5707,CNJ,Meramente alteradora,"Altera a Resolução CNJ nº 343/2020, que institui condições especiais de trabalho para magistrados(as) e servidores(as) com deficiência, necessidades especiais ou doença grave ou que sejam pais ou responsáveis por dependentes nessa mesma condição e dá outras providências.",Direitos e Deveres dos Magistrados,Não se aplica,Não se aplica,,,Não se aplica,,,,,,Não se aplica,,Resolução nº 573/2024 - CNJ
26/08/2024,Resolução nº 574/2024,https://atos.cnj.jus.br/atos/detalhar/5708,CNJ,Vigente,"Dispõe sobre o acesso a dados judiciais públicos consolidados pelo Conselho Nacional de Justiça, prevê a possibilidade de depósito de serviços privados na PDPJ-Br e institui o portal unificado para usuários internos.",Gestão da Informação e de Demandas Judiciais,Em análise,Secretaria de Tecnologia da Informação e Comunicação,,,,https://docs.google.com/spreadsheets/d/1s7aX6fZ7DYYX1oq5bgbZmlpk86dk_gqpIq7XIQaBIOM/edit?resourcekey=&gid=1817969519#gid=1817969519,,,,https://docs.google.com/forms/d/140eFaBXxf7qCj5VBgLeXDcjmLnoToTmHEwNLde9cw5U/edit,Sim,,Resolução nº 574/2024 - CNJ
26/08/2024,Resolução nº 576/2024,https://atos.cnj.jus.br/atos/detalhar/5710,CNJ,Meramente alteradora,Altera a Resolução CNJ nº 107/2010 e institui a Semana Nacional da Saúde.,Responsabilidade Social,Não se aplica,Não se aplica,,,Não se aplica,,,,,,Não se aplica,,Resolução nº 576/2024 - CNJ
28/08/2024,Resolução nº 575/2024,https://atos.cnj.jus.br/atos/detalhar/5709,CNJ,Meramente alteradora,Altera a Resolução CNJ nº 81/2009 para instituir o Exame Nacional dos Cartórios.,Cartórios,Não se aplica,Não se aplica,,,Não se aplica,,,,,,Não se aplica,,Resolução nº 575/2024 - CNJ
30/08/2024,Resolução nº 386/2024,https://juslaboris.tst.jus.br/handle/20.500.12178/237755,CSJT,Vigente,Institui a Política de Acessibilidade e Inclusão das Pessoas com Deficiência no âmbito da Justiça do Trabalho.,Acessibilidade e Sustentabilidade,Em análise,Diretoria Geral,,,,https://docs.google.com/spreadsheets/d/1lZvvR3rAsigrciOuL1MMAqFC36-V6_4ssn5sBg7S-qY/edit?resourcekey=&gid=782481345#gid=782481345,,,,https://docs.google.com/forms/d/1rwuQpuiPA6T9UJr1hEMugNLhuzqYBHvFhPiN2ki3xtQ/edit,Sim,,Resolução nº 386/2024 - CSJT
30/08/2024,Resolução nº 387/2024,https://juslaboris.tst.jus.br/handle/20.500.12178/237814,CSJT,Vigente,Institui o Modelo de Gestão Estratégica da Justiça do Trabalho de primeiro e segundo graus e do Conselho Superior da Justiça do Trabalho.,Gestão Estratégica,Em análise,Secretaria de Governança e Gestão Estratégica,,,,https://docs.google.com/spreadsheets/d/1inxxiGrNteh4REB3nR5_Cyi5HjIgF7uE5SzuhKNI3Wk/edit?resourcekey=&gid=1033357450#gid=1033357450,,,,https://docs.google.com/forms/d/1-6Dk3BBSYr4OYKk3TEWkfupgmp8VR5vcvRvlh1g270Q/edit,Sim,,Resolução nº 387/2024 - CSJT
30/08/2024,Resolução nº 388/2024,https://juslaboris.tst.jus.br/handle/20.500.12178/237974,CSJT,Vigente,"Aprova a Revisão do Planejamento Estratégico da Justiça do Trabalho - ciclo 2021-2026, para o período de 2024 a 2026.",Gestão Estratégica,Não se aplica,Não se aplica,,,Não se aplica,,,,Não há itens de conformidade. Norma que altera outras e que os demais dispositivos não exigem ações pelo TRT7,,Não se aplica,,Resolução nº 388/2024 - CSJT
30/08/2024,Resolução nº 389/2024,https://juslaboris.tst.jus.br/handle/20.500.12178/237875,CSJT,Meramente alteradora,"Altera a Resolução n. 288/CSJT, de 19 de março de 2021, que dispõe sobre a estruturação e os procedimentos dos Centros Judiciários de Métodos Consensuais de Solução de Disputas (CEJUSC-JT) da Justiça do Trabalho; e altera a Resolução n. 174/CSJT, de 30 de setembro de 2016, que dispõe sobre a política judiciária nacional de tratamento adequado das disputas de interesses no âmbito do Poder Judiciário Trabalhista.",Gestão da Informação e de Demandas Judiciais,Não se aplica,Não se aplica,,,Não se aplica,,,,,,Não se aplica,,Resolução nº 389/2024 - CSJT
30/09/2024,Resolução nº 390/2024,https://juslaboris.tst.jus.br/handle/20.500.12178/240035,CSJT,Meramente alteradora,"Altera a Resolução n. 49, de 30 de maio de 2008, que regulamenta a realização de despesa por meio de Suprimento de Fundos e o uso do Cartão de Pagamento do Governo Federal (CPGF) no âmbito da Justiça do Trabalho de primeiro e segundo graus.",Controle Administrativo e Financeiro,Não se aplica,Não se aplica,,,Não se aplica,,,,,,Não se aplica,,Resolução nº 390/2024 - CSJT
30/09/2024,Resolução nº 391/2024,https://juslaboris.tst.jus.br/handle/20.500.12178/240414,CSJT,Orientadora/ Informativa,"Referenda o Ato n. 72/CSJT.GP.SG, de 13 de setembro de 2024, que reconhece aos servidores da Justiça do Trabalho de primeiro e segundo graus o direito ao recebimento da Vantagem Pecuniária Individual (VPI), instituída pela Lei n. 10698/2003, no período compreendido entre 22 jul. 2016 e 31 dez. 2018.",Gestão de Pessoas,Em análise,Não se aplica,,,Não se aplica,,,,,,Não se aplica,,Resolução nº 391/2024 - CSJT
30/09/2024,Resolução nº 392/2024,https://juslaboris.tst.jus.br/handle/20.500.12178/240434,CSJT,Vigente,"Regulamenta, no âmbito da Justiça do Trabalho de primeiro e segundo graus a Resolução Conjunta n. 10, de 29 de maio de 2024, que dispõe sobre os procedimentos e as medidas para a destinação de bens e recursos decorrentes de decisões judiciais e instrumentos negociais de autocomposição em tutela coletiva, bem como sobre medidas de transparência, impessoalidade, fiscalização e prestação de contas.",Gestão Administrativa,Em análise,Diretoria Geral,,,,https://docs.google.com/spreadsheets/d/1RvXuCX-S6DZPpPd9jJG4O-prWOnZie3XG44t8xq--o8/edit?resourcekey=&gid=529080405#gid=529080405,,,,https://docs.google.com/forms/d/1tMIwPLiOrzRoeUkq9-GYpaceX9jq-3v5vxmY7YqSsFA/edit,Sim,,Resolução nº 392/2024 - CSJT
30/09/2024,Resolução nº 393/2024,https://juslaboris.tst.jus.br/handle/20.500.12178/239843,CSJT,Meramente alteradora,"Altera a Resolução n. 315/CSJT, de 26 de novembro de 2021, que regulamenta, no âmbito da Justiça do Trabalho de 1º e 2º graus, as Resoluções n. 291/CNJ, de 23 de agosto de 2019; n. 344/CNJ, de 9 de setembro de 2020; n. 379/CNJ, de 15 de março de 2021; n. 380/CNJ, de 16 de março de 2021; n. 383/CNJ, de 25 de março de 2021; e consolida as disposições relativas às Resoluções n. 108/CSJT, de 29 de junho de 2012; n. 175/CSJT, de 21 de outubro de 2016; e n. 203/CSJT, de 25 de agosto de 2017.",Segurança do Judiciário,Não se aplica,Não se aplica,,,Não se aplica,,,,,,Não se aplica,,Resolução nº 393/2024 - CSJT
30/09/2024,Resolução nº 586/2024,https://atos.cnj.jus.br/atos/detalhar/5774,CNJ,Vigente,Dispõe sobre métodos consensuais de solução de disputas na Justiça do Trabalho.,Acesso à Justiça e Cidadania,Em análise,Secretaria-Geral Judiciária,,,,https://docs.google.com/spreadsheets/d/1Cilh0LqWFxdTrF7JSYjHWWXdhOdfCFEJS7vQa5sZXEw/edit?resourcekey=&gid=582881553#gid=582881553,,,,https://docs.google.com/forms/d/1Pc_QkLYabaXjnsFhJhhVqm-yw5s2K1AEYxqlYKVgSPw/edit,Sim,,Resolução nº 586/2024 - CNJ
04/10/2024,Resolução nº 587/2024,https://atos.cnj.jus.br/atos/detalhar/5779,CNJ,Vigente,Institui e regulamenta o Módulo de Pessoal e Estrutura Judiciária Mensal do Poder Judiciário (MPM) e dá outras providências.,Gestão Estratégica,Em análise,Secretaria de Governança e Gestão Estratégica,,,,https://docs.google.com/spreadsheets/d/1chNxoqPGVXPbJSH41Sh3sp6EuAnUZQAuDZ_ee0t69rc/edit?resourcekey=&gid=599352039#gid=599352039,,,,https://docs.google.com/forms/d/197P2cYXnk03lt96-_jGJLLcI3ISNFqfgCohUqKKmCNg/edit,Sim,,Resolução nº 587/2024 - CNJ
23/10/2024,Resolução nº 590/2024,https://atos.cnj.jus.br/atos/detalhar/5821,CNJ,Meramente alteradora,"Altera a Resolução CNJ nº 81/2009, para fazer ajustes pontuais no Exame Nacional dos Cartórios (ENAC) e suprimir a entrevista pessoal dos concursos para cartórios.",Cartórios,Não se aplica,Não se aplica,,,Não se aplica,,,,,,Não se aplica,,Resolução nº 590/2024 - CNJ
23/10/2024,Resolução nº 591/2024,https://atos.cnj.jus.br/atos/detalhar/5820,CNJ,Vigente,Dispõe sobre os requisitos mínimos para o julgamento de processos em ambiente eletrônico no Poder Judiciário e disciplina o seu procedimento.,Tecnologia da Informação e Comunicação,Em análise,Secretaria de Tecnologia da Informação e Comunicação,,,,https://docs.google.com/spreadsheets/d/10EwcKIDk8uirC0Q_VjKKJ5TzeT4llYOZ1Yad_NjoIYU/edit?resourcekey=&gid=384517069#gid=384517069,,,,https://docs.google.com/forms/d/1pjOUIRCXTRtfdi5KgPHvv29Uy-fMew0bVcfysceBMcU/edit,Sim,,Resolução nº 591/2024 - CNJ
08/11/2024,Resolução nº 592/2024,https://atos.cnj.jus.br/atos/detalhar/5850,CNJ,Meramente alteradora,Altera a Resolução CNJ nº 225/2016.,Acesso à Justiça e Cidadania,Não se aplica,Não se aplica,,,Não se aplica,,,,,,Não se aplica,,Resolução nº 592/2024 - CNJ
