DATA DE REGISTRO,NORMA,LINK,ORIGEM,SITUAÇÃO,RESUMO,TEMA,ESTADO DE CUMPRIMENTO,ÁREA RESPONSÁVEL,CUMPRDEC CNJ/OFÍCIO CSJT,PROAD,PLANO DE AÇÃO PARA ADOÇÃO,LINK PARA PLANILHA,TOTAL ITENS SIM,TOTAL ITENS NÃO,OBSERVAÇÕES,LINK PARA FORMULÁRIO,PRIORIDADE DE FORMULÁRIO,IAD,NORMA - ORIGEM
27/09/2023,Resolução nº 525/2023,https://atos.cnj.jus.br/atos/detalhar/5277,CNJ,Meramente alteradora,"Altera a Resolução CNJ n. 106/2010, dispondo sobre ação afirmativa de gênero, para acesso das magistradas aos tribunais de 2º grau.",Igualdade de Gênero,Não se aplica,Não se aplica,,,Não iniciado,,,,,,Não se aplica,,Resolução nº 525/2023 - CNJ
29/09/2023,Resolução nº 364/2023,https://juslaboris.tst.jus.br/handle/20.500.12178/222814,CSJT,Vigente,Dispõe sobre a Política de Governança e Gestão das Contratações da Justiça do Trabalho de primeiro e segundo graus.,Contratações,"59,85%",Secretaria Geral da Presidência,,,,https://docs.google.com/spreadsheets/d/1c0vV4JftN8gSD3Qg9Xh0ms6kueEmSfPq-4CHDEQHKn0/edit?resourcekey=&gid=1133268795#gid=1133268795,79,53,,https://docs.google.com/forms/d/1h5lOhrrgA8ObR__Dbst2pSxBCtLqPUcKzgJBm0HfQ-0/edit,Sim,"59,85%",Resolução nº 364/2023 - CSJT
29/09/2023,Resolução nº 365/2023,https://juslaboris.tst.jus.br/handle/20.500.12178/222834,CSJT,Vigente,Estabelece a Política de Manutenção Predial da Justiça do Trabalho de primeiro e segundo graus.,Gestão Administrativa,Em análise,Diretoria Geral,,,,https://docs.google.com/spreadsheets/d/1QQIrKKjbsoS782N7-4evVk2p2kSqTVIu37uP_fAVfys/edit?resourcekey=&gid=1587436679#gid=1587436679,,,,https://docs.google.com/forms/d/14jWElt9nfTBRSybQ5cHv6DSn-7w3QslS0um9lTDgEtI/edit,Sim,,Resolução nº 365/2023 - CSJT
29/09/2023,Resolução nº 366/2023,https://juslaboris.tst.jus.br/handle/20.500.12178/222854,CSJT,Vigente,"Referenda, com alteração, o Ato n. 1/CSJT.GVP.CONAPROC, de 22 de agosto de 2023, que regulamenta o Cadastro Nacional de Mediadores e Conciliadores da Justiça do Trabalho.",Funcionamento dos Órgãos Judiciais,"60,00%",Secretaria Geral da Presidência,,,,https://docs.google.com/spreadsheets/d/1fjXAApjOQDdh_4h9dCBEMXc8zZ8o2MMj0Vu9KkeCLaM/edit?resourcekey=&gid=2086205526#gid=2086205526,3,2,,https://docs.google.com/forms/d/1VmJlokBbo6iIBGxGMXFLCmZ6IIVymhRGKSFMGPBz6bg/edit,Não,"60,00%",Resolução nº 366/2023 - CSJT
13/10/2023,Resolução nº 527/2023,https://atos.cnj.jus.br/atos/detalhar/5297,CNJ,Orientadora/ Informativa,Disciplina o procedimento de cadastramento de conta única para efeito de constrição de ativos por meio do Sistema de Busca de Ativos do Poder Judiciário (Sisbajud) e dá outras providências.,Funcionamento dos Órgãos Judiciais,Não se aplica,Secretaria Geral da Presidência,,,Não se aplica,,,,,,Não se aplica,,Resolução nº 527/2023 - CNJ
20/10/2023,Resolução nº 526/2023,https://atos.cnj.jus.br/atos/detalhar/5289,CNJ,Vigente,Dispõe sobre ações voltadas à aposentadoria de magistrados(as) no âmbito da Política Nacional de Gestão de Pessoas do Poder Judiciário,Direitos e Deveres dos Magistrados,"90,63%",Secretaria Geral da Presidência,,,Concluído,https://docs.google.com/spreadsheets/d/1w2oLnAshDPwIbu8ilUNugqGgA0FJGuk2-fuPPpkkQ8A/edit?resourcekey=&gid=533636687#gid=533636687,29,3,,https://docs.google.com/forms/d/1zV2AP-OD7fy0sXzmJmuYgAwMGhuvdAtQiHbkYEBiYs4/edit,Sim,"90,63%",Resolução nº 526/2023 - CNJ
20/10/2023,Resolução nº 528/2023,https://atos.cnj.jus.br/atos/detalhar/5298,CNJ,Vigente,Garante a equiparação constitucional entre direitos e deveres da Magistratura e do Ministério Público.,Direitos e Deveres dos Magistrados,"100,00%",Secretaria Geral da Presidência,,,,https://docs.google.com/spreadsheets/d/13I4uA02r1Dz73dbKRVHnajhdNJkDgnIOg3vxHshZEM0/edit?resourcekey=&gid=541268347#gid=541268347,1,0,,https://docs.google.com/forms/d/1CbUsKMQ1hoaniHNf4MiKQfyQS_ojvZSY24NVfsqiRDg/edit,Sim,"100,00%",Resolução nº 528/2023 - CNJ
27/10/2023,Resolução nº 367/2023,https://juslaboris.tst.jus.br/handle/20.500.12178/223796,CSJT,Vigente,"Institui o Programa Nacional de Enfrentamento ao Trabalho Escravo e ao Tráfico de Pessoas e de Proteção ao Trabalho do Migrante, no âmbito da Justiça do Trabalho.",Direitos Humanos,"55,56%",Secretaria Geral da Presidência,,,,https://docs.google.com/spreadsheets/d/1B1vdOpz5if4kCSUncw8BqMyaoLVAXGzoIQ5qXd3nilY/edit?resourcekey=&gid=1028675051#gid=1028675051,5,4,,https://docs.google.com/forms/d/1C-ljd0B_TQnXVq33EQjK6QBsB7NWkLMDKSM_n2dDTXU/edit,Sim,"55,56%",Resolução nº 367/2023 - CSJT
27/10/2023,Resolução nº 368/2023,https://juslaboris.tst.jus.br/handle/20.500.12178/223823,CSJT,Vigente,"Institui o Programa de Equidade de Raça, Gênero e Diversidade no âmbito da Justiça do Trabalho.",Direitos Humanos,"57,14%",Secretaria Geral da Presidência,,,,https://docs.google.com/spreadsheets/d/1RVdzrklrdt6-ohU5yvqA4pKa2rDj24vE9KGheVC4PXg/edit?resourcekey=&gid=1867619626#gid=1867619626,16,12,,https://docs.google.com/forms/d/1-mMgBZSRUz1gtIeOMisZBT32idInygyXgs0pAik5liQ/edit,Sim,"57,14%",Resolução nº 368/2023 - CSJT
8/11/2023,Resolução nº 529/2023,https://atos.cnj.jus.br/atos/detalhar/5323,CNJ,Meramente alteradora,"Altera a Resolução CNJ nº 185/2013, a fim de permitir a múltipla assinatura de documentos na versão nacional do sistema Processo Judicial Eletrônico (PJe).",Gestão da Informação e de Demandas Judiciais,Não se aplica,Não se aplica,,,,,,,,,Não se aplica,,Resolução nº 529/2023 - CNJ
10/11/2023,Resolução nº 530/2023,https://atos.cnj.jus.br/atos/detalhar/5330,CNJ,Vigente,"Institui a Política Judiciária de Resolução Adequada das Demandas de Assistência à Saúde, que estabelece diretrizes para o planejamento de ações no âmbito do Fórum Nacional do Judiciário para a Saúde (Fonajus) e o seu respectivo Plano Nacional (2024 – 2029).",Funcionamento dos Órgãos Judiciais,Não se aplica,Não se aplica,,,,,,,,,Não se aplica,,Resolução nº 530/2023 - CNJ
14/11/2023,Resolução nº 531/2023,https://atos.cnj.jus.br/atos/detalhar/5332,CNJ,Meramente alteradora,Altera a Resolução CNJ nº 75/2009 para instituir o Exame Nacional da Magistratura.,"Concursos, Promoção e Disciplina",Não se aplica,Não se aplica,,,,,,,,,Não se aplica,,Resolução nº 531/2023 - CNJ
16/11/2023,Resolução nº 532/2023,https://atos.cnj.jus.br/atos/detalhar/5342,CNJ,Vigente,"Determina aos tribunais e magistrados(as) o dever de zelar pelo combate a qualquer forma de discriminação à orientação sexual e à identidade de gênero, ficando vedadas, nos processos de habilitação de pretendentes e nos de adoção de crianças e adolescentes, guarda e tutela, manifestações contrárias aos pedidos pelo fundamento de se tratar de casal ou família monoparental, homoafetivo ou transgênero, e dá outras providências.",Acesso à Justiça e Cidadania,Não se aplica,Não se aplica,,,,,,,,,Não se aplica,,Resolução nº 532/2023 - CNJ
21/11/2023,Resolução nº 533/2023,https://atos.cnj.jus.br/atos/detalhar/5351,CNJ,Vigente,"Institui a Semana Nacional dos Juizados Especiais para valorização, visibilidade e gestão dos Juizados Especiais.",Funcionamento dos Órgãos Judiciais,Não se aplica,Não se aplica,,,,,,,,,Não se aplica,,Resolução nº 533/2023 - CNJ
21/11/2023,Resolução nº 534/2023,https://atos.cnj.jus.br/atos/detalhar/5352,CNJ,Meramente alteradora,"Altera o inciso I do art. 2º da Resolução CNJ nº 321/2020, que dispõe sobre a concessão de licença-paternidade, licença à gestante e de licença à adotante para magistrados e servidores do Poder Judiciário brasileiro. ",Gestão de Pessoas,Não se aplica,Não se aplica,,,,,,,,,Não se aplica,,Resolução nº 534/2023 - CNJ
24/11/2023,Resolução nº 369/2023,https://juslaboris.tst.jus.br/handle/20.500.12178/224665,CSJT,Meramente alteradora,"Altera a Resolução n. 247/CSJT, de 25 de outubro de 2019, que institui, no âmbito da Justiça do Trabalho, o Sistema Eletrônico de Assistência Judiciária AJ/JT, destinado ao cadastro e gerenciamento de peritos, órgãos técnicos ou científicos, tradutores e intérpretes e ao pagamento dos profissionais nos casos dos processos que envolvam assistência judiciária gratuita.",Gestão da Informação e de Demandas Judiciais,Não se aplica,Não se aplica,,,,,,,,,Não se aplica,,Resolução nº 369/2023 - CSJT
24/11/2023,Resolução nº 370/2023,https://juslaboris.tst.jus.br/handle/20.500.12178/224666,CSJT,Meramente alteradora,"Altera a Resolução n. 314/CSJT, de 22 de outubro de 2021, que dispõe sobre a gestão dos Precatórios e das Requisições de Pequeno Valor no âmbito da Justiça do Trabalho.",Precatórios,Não se aplica,Não se aplica,,,,,,,,,Não se aplica,,Resolução nº 370/2023 - CSJT
24/11/2023,Resolução nº 371/2023,https://juslaboris.tst.jus.br/handle/20.500.12178/224954,CSJT,Vigente,Aprova o Programa de Qualidade de Auditoria da Justiça do Trabalho de primeiro e segundo graus (PQA-JT).,Normas de Auditoria,Em análise,Secretaria de Auditoria Interna,,,,https://docs.google.com/spreadsheets/d/1sn_zZ-5ZffKIIEoFAQREFO1IJukururm2RNJU9IEqf4/edit?resourcekey=&gid=603737449#gid=603737449,,,,https://docs.google.com/forms/d/1yDdi_9Gy1Z9ClXrOHQZ9xK_h73v0_6hOb5q_lJlZsiU/edit,Sim,,Resolução nº 371/2023 - CSJT
24/11/2023,Resolução nº 372/2023,https://juslaboris.tst.jus.br/handle/20.500.12178/224834,CSJT,Alterada,Dispõe sobre a acumulação de funções administrativas e processuais extraordinárias no âmbito da Justiça do Trabalho de primeiro e segundo graus.,Direitos e Deveres dos Magistrados,"83,33%",Secretaria Geral da Presidência,,,,https://docs.google.com/spreadsheets/d/1MnLMMJnCOK4VbtXDr0HwwzpZo1BmUhe5opMp2-DvmxA/edit?resourcekey=&gid=1827518001#gid=1827518001,5,1,Atualizada,https://docs.google.com/forms/d/19znTHyLxfqUimzO6HaAF2i4isfMmtb0r3lwzITaN9yw/edit,Sim,"83,33%",Resolução nº 372/2023 - CSJT
24/11/2023,Resolução nº 373/2023,https://juslaboris.tst.jus.br/handle/20.500.12178/224854,CSJT,Vigente,Institui a Política de Integridade da Justiça do Trabalho de primeiro e segundo graus.,Gestão Estratégica,"57,14%",Secretaria de Governança e Gestão Estratégica,,,,https://docs.google.com/spreadsheets/d/1cbOfQPBxPfz_qBkAX9HAcqjugfTxgZgyStKkELDqXrE/edit?resourcekey=&gid=1895817839#gid=1895817839,16,12,,https://docs.google.com/forms/d/1ycSUhhpqe6qCDRQJrOYatb9rliciNCGMXD4lZauvPGc/edit,Sim,"57,14%",Resolução nº 373/2023 - CSJT
24/11/2023,Resolução nº 374/2023,https://juslaboris.tst.jus.br/handle/20.500.12178/224874,CSJT,Vigente,Institui a Política de Consolidação do Sistema de Precedentes Obrigatórios na Justiça do Trabalho de primeiro e segundo graus.,Gestão e Organização Judiciária,Em análise,Secretaria-Geral Judiciária,,,,https://docs.google.com/spreadsheets/d/1jcrV04zEVvw3n4ZGyxvfzt0uCRyBsj-wGKnUfvJfIP4/edit?resourcekey=&gid=1522174664#gid=1522174664,,,,https://docs.google.com/forms/d/1SBOba1kIqI8ynNHhsOyeJ1sPabhYEz2kSFWlg3Nl8EQ/edit,Sim,,Resolução nº 374/2023 - CSJT
24/11/2023,Resolução nº 375/2023,https://juslaboris.tst.jus.br/handle/20.500.12178/224934,CSJT,Meramente alteradora,"Altera a Resolução n. 155/CSJT, de 23 de outubro de 2015, que dispõe sobre a Gratificação por Exercício Cumulativo de Jurisdição (GECJ) no âmbito da Justiça do Trabalho de primeiro e segundo graus.",Direitos e Deveres dos Magistrados,Não se aplica,Não se aplica,,,,,,,,,Não se aplica,,Resolução nº 375/2023 - CSJT
28/11/2023,Resolução nº 535/2023,https://atos.cnj.jus.br/atos/detalhar/5356,CNJ,Meramente alteradora,"Altera a Resolução CNJ nº 516/2023, que versa sobre as Resoluções CNJ nº 81/2009 e 203/2015. ","Concursos, Promoção e Disciplina",Não se aplica,Não se aplica,,,,,,,,,Não se aplica,,Resolução nº 535/2023 - CNJ
07/12/2023,Resolução nº 536/2023,https://atos.cnj.jus.br/atos/detalhar/5381,CNJ,Meramente alteradora,Altera o Regimento Interno do Conselho Nacional de Justiça.,Funcionamento do CNJ/CSJT,Não se aplica,Não se aplica,,,,,,,,,Não se aplica,,Resolução nº 536/2023 - CNJ
12/12/2023,Resolução nº 539/2023,https://atos.cnj.jus.br/atos/detalhar/5388,CNJ,Meramente alteradora,"Altera a Resolução CNJ 75/2009, para aperfeiçoar o Exame Nacional da Magistratura.","Concursos, Promoção e Disciplina",Não se aplica,Não se aplica,,,,,,,,,Não se aplica,,Resolução nº 539/2023 - CNJ
13/12/2023,Resolução nº 537/2023,https://atos.cnj.jus.br/atos/detalhar/5385,CNJ,Meramente alteradora,"Altera a Resolução CNJ n. 401/2021 para possibilitar aos(às) servidores(as) com deficiência a inclusão dos símbolos internacionais de acessibilidade em suas carteiras de identidade funcional, conforme modelo previsto Decreto n. 10.977/2022.",Acessibilidade e Sustentabilidade,Não se aplica,Não se aplica,,,,,,,,,Não se aplica,,Resolução nº 537/2023 - CNJ
13/12/2023,Resolução nº 538/2023,https://atos.cnj.jus.br/atos/detalhar/5386,CNJ,Meramente alteradora,"Altera a Resolução CNJ nº 351/2020, que institui, no âmbito do Poder Judiciário, a Política de Prevenção e Enfrentamento do Assédio Moral, do Assédio Sexual e da Discriminação, e o Código de Ética da Magistratura.",Direitos Humanos,Não se aplica,Não se aplica,,,,,,,,,Não se aplica,,Resolução nº 538/2023 - CNJ
18/12/2023,Resolução nº 540/2023,https://atos.cnj.jus.br/atos/detalhar/5391,CNJ,Meramente alteradora,"Altera a Resolução CNJ nº 255/2018 e dispõe sobre paridade de gênero, com perspectiva interseccional de raça e etnia, em atividades administrativas e jurisdicionais no âmbito do Poder Judiciário.",Direitos Humanos,Não se aplica,Não se aplica,,,,,,,,,Não se aplica,,Resolução nº 540/2023 - CNJ
18/12/2023,Resolução nº 541/2023,https://atos.cnj.jus.br/atos/detalhar/5392,CNJ,Vigente,"Disciplina a instituição das comissões de heteroidentificação e o respectivo procedimento nos concursos públicos realizados no âmbito do Poder Judiciário, na forma prevista nas Resoluções CNJ nº 75/2009, 81/2009 e 203/2015.","Concursos, Promoção e Disciplina","83,87%",Secretaria Geral da Presidência,,,,https://docs.google.com/spreadsheets/d/1mbVEEncvcPOg90q914vmnW0tYPQhYv10L2R4K6V-DxY/edit?resourcekey=&gid=1272023959#gid=1272023959,26,5,,https://docs.google.com/forms/d/1e0uHe-yddAnpPaBk6cpIRNvXxAJu9LvR7gf_WOVpCIE/edit,Sim,"83,87%",Resolução nº 541/2023 - CNJ
19/12/2023,Resolução nº 542/2023,https://atos.cnj.jus.br/atos/detalhar/5393,CNJ,Orientadora/ Informativa,"Cria o Fórum Nacional de Enfrentamento à Violência Contra a Mulher (Fonavim), com o objetivo de aprimorar a atuação do Poder Judiciário no enfrentamento à violência contra a mulher.",Direitos Humanos,Não se aplica,Não se aplica,,,,Orientadora/Informativa,,,,,Não se aplica,,Resolução nº 542/2023 - CNJ
07/01/2022,Resolução nº 439/2022,https://atos.cnj.jus.br/files/original1308022022011161dd8132e370e.pdf,CNJ,Vigente,"Autoriza os tribunais a instituírem
programas de residência jurídica.",Funcionamento dos Órgãos Judiciais,Não se aplica,Não se aplica,0000696-94.2022.2.00.0000,_,Não se aplica,,,,,,Não se aplica,,Resolução nº 439/2022 - CNJ
07/01/2022,Resolução nº 440/2022,https://atos.cnj.jus.br/files/original12234520220216620cecd1e5635.pdf,CNJ,Orientadora/ Informativa,"Institui a Política Nacional de Promoção
à Liberdade Religiosa e Combate à
Intolerância no âmbito do Poder
Judiciário brasileiro.",Acesso à Justiça e Cidadania,Não se aplica,Secretaria Geral da Presidência,0000928-09.2022.2.00.0000,176/2022,Iniciado,,,,,,Não se aplica,,Resolução nº 440/2022 - CNJ
17/01/2022,Resolução nº 443/2022,https://atos.cnj.jus.br/files/original1230022022011961e8044ab4f7a.pdf,CNJ,Vigente,"Dispõe sobre a aplicação e disseminação
dos conhecimentos sobre a Plataforma
Digital do Poder Judiciário nos editais de
concursos públicos, seleções e
capacitações para cargos de tecnologia da
informação e comunicação dos órgãos do
Poder Judiciário. ",Tecnologia da Informação e Comunicação,Em análise,Secretaria de Gestão de Pessoas,0000458-75.2022.2.00.0000 ,655/2022,Iniciado,https://docs.google.com/spreadsheets/d/1DP8R714NlWtoKfIkzTiPgHzGXTVDc4OO5hz5Uei3KWQ/edit?resourcekey=&gid=1331187134#gid=1331187134,,,1. Houve edital de concursos públicos de seleção de servidores para cargos efetivos especializados em tecnologia da informação após a Resolução?                                                                  2. Houve contratação de serviços terceirizados na área de tecnologia da informação?                                                        3.Houve contratação de fábricas de software para manutenção e desenvolvimento de aplicações para os sistemas judiciários?                                                                                            4. Foram englobados conhecimentos específicos mínimos da Portaria CNJ 257/2022 (Revogou a Portaria 25/2022) nos concursos e contratações?              5. Houve capacitação sobre a Plataforma Digital do Poder Judiciário (PDPJ-Br)?  ,https://docs.google.com/forms/d/1TMG9xqfXCpn-uH0DVUZRMD8vjVRj9H0ZwyakRAQm3ns/edit,Sim,,Resolução nº 443/2022 - CNJ
11/02/2022,Resolução nº 321/2022,https://juslaboris.tst.jus.br/handle/20.500.12178/197132,CSJT,Alterada,"Institui a Nova Política de Comunicação Social no âmbito da Justiça do Trabalho de primeiro e segundo graus e cria o Manual de Comunicação Social e Redação Jornalística da Justiça do Trabalho. Revoga a Resolução n. 80, de 21 de junho de 2011.",Tecnologia da Informação e Comunicação,"56,82%",Secretaria Geral da Presidência,_,1110/2022,Iniciado,https://docs.google.com/spreadsheets/d/17vcWMafADVO7DVHIjcrvGLlRdLqZvhcvwlB08HBQueo/edit?resourcekey=&gid=1551090103#gid=1551090103,25,19,,https://docs.google.com/forms/d/1IwzC3ltdSIXsornBHl31W8X9ADMW2OGkocULDeYPDn4/edit,Sim,"56,82%",Resolução nº 321/2022 - CSJT
11/02/2022,Resolução nº 322/2022,https://juslaboris.tst.jus.br/bitstream/handle/20.500.12178/197130/2022_res0322_csjt.pdf?sequence=1&isAllowed=y,CSJT,Vigente,Institui o Comitê de Gestão Documental e Memória da Justiça do Trabalho.,Funcionamento do CNJ/CSJT,Não se aplica,Não se aplica,_,_,Não se aplica,,,,,,Não se aplica,,Resolução nº 322/2022 - CSJT
11/02/2022,Resolução nº 323/2022,https://juslaboris.tst.jus.br/bitstream/handle/20.500.12178/197131/2022_res0323_csjt.pdf?sequence=1&isAllowed=y,CSJT,Meramente alteradora,"Altera a Resolução CSJT nº 87, de 25 de novembro de 2011, que dispõe sobre os ajustes que tenham por objeto a administração dos depósitos judiciais, precatórios, requisições de pequeno valor, serviço de pagamento de pessoal e cessão de espaço físico no âmbito da Justiça do Trabalho de primeiro e segundo graus, para prever a realização de ressarcimento por descentralização nos casos de cessão de espaço físico no âmbito da Justiça do Trabalho de primeiro e segundo graus.",Gestão Administrativa,Não se aplica,Não se aplica,_,1112/2022,Não se aplica,,,,,,Não se aplica,,Resolução nº 323/2022 - CSJT
11/02/2022,Resolução nº 324/2022,https://juslaboris.tst.jus.br/handle/20.500.12178/197202,CSJT,Alterada,"Dispõe sobre o Programa Nacional de
Prevenção de Acidentes de Trabalho –
Programa Trabalho Seguro e dá outras
providências.",Gestão de Pessoas,"87,50%",Secretaria Geral da Presidência,_,,Não se aplica,https://docs.google.com/spreadsheets/d/1itIPQcbbcBVjhlNVpz1wyE0gTPZwfNDDJiBqUz-ETLc/edit?resourcekey=&gid=1190520269#gid=1190520269,7,1,,https://docs.google.com/forms/d/1yPtBJkk96M89euJqC45JiYR5afS7_6f0KAZKCvcaT-Y/edit,Sim,"87,50%",Resolução nº 324/2022 - CSJT
11/02/2022,Resolução nº 325/2022,https://juslaboris.tst.jus.br/handle/20.500.12178/197201,CSJT,Alterada,"Institui a Política de Governança dos
Colegiados Temáticos da Justiça do
Trabalho de primeiro e segundo graus
e do Conselho Superior da Justiça do
Trabalho – CSJT. (Alterada pela Res. 344 de 26 de agosto de 2022.)",Governança,"78,05%",Secretaria de Governança e Gestão Estratégica,_,2407/2022,Iniciado,https://docs.google.com/spreadsheets/d/15zpepaWIlv_cx9NaxkigRbinTCeXshMOnDUJLhp1PY0/edit?resourcekey=&gid=1284201293#gid=1284201293,32,9,"REVISAR FORMULÁRIO, APÓS A ALTERAÇÃO DA RESOLUÇÃO EM 27/11/2024",https://docs.google.com/forms/d/13UlilTmkWBYb38xqiLb5heZ6z6pj-AfGs-69WrBSmuk/edit,Sim,"78,05%",Resolução nº 325/2022 - CSJT
25/02/2022,Resolução nº 444/2022,https://atos.cnj.jus.br/files/original18294520220314622f89992c0cf.pdf,CNJ,Vigente,"Institui o Banco Nacional de Precedentes
(BNP) para consulta e divulgação por
órgãos e pelo público em geral de
precedentes judiciais, com ênfase nos
pronunciamentos judiciais listados no art.
927 do Código de Processo Civil em
todas as suas fases processuais.
",Tecnologia da Informação e Comunicação,Em análise,Secretaria de Tecnologia da Informação e Comunicação,0001759-57.2022.2.00.0000,1623/2022,Iniciado,https://docs.google.com/spreadsheets/d/1GuNMJBAv3izweMXL9uhVKFkYJndNRDHZB_2SZuMhjXY/edit?resourcekey=&gid=1121293943#gid=1121293943,,,,https://docs.google.com/forms/d/117WbmYAMvPxzKB-cCC6l2I0RMHSCy8FR1kcv_Spa0YU/edit,Sim,,Resolução nº 444/2022 - CNJ
14/03/2022,Resolução nº 445/2022,https://atos.cnj.jus.br/files/original13211720220315623092cd34cf0.pdf,CNJ,Meramente alteradora,"Altera a Resolução CNJ no
411/2021, que
institui o Programa Internacional “Visão
Global do Poder Judiciário”. ",Funcionamento dos Órgãos Judiciais,Não se aplica,Não se aplica,_,_,Não se aplica,_,,,,,Não se aplica,,Resolução nº 445/2022 - CNJ
14/03/2022,Resolução nº 446/2022,https://atos.cnj.jus.br/files/original1359212022031562309bb95c911.pdf,CNJ,Vigente,"Institui a plataforma Codex como
ferramenta oficial de extração de dados
estruturados e não estruturados dos
processos judiciais eletrônicos em
tramitação no Poder Judiciário Nacional e
dá outras providências. ",Tecnologia da Informação e Comunicação,Em análise,Secretaria de Tecnologia da Informação e Comunicação,0001756-05.2022.2.00.000                      Ofício-Circular CNJ nº 22/2023,3153/2023,Concluído,https://docs.google.com/spreadsheets/d/1C-YxCeiQyYWK3oqk4ZVH-KMK3P8OHC8Wc9ImAU1_uNU/edit?resourcekey=&gid=2139334636#gid=2139334636,,,,https://docs.google.com/forms/d/1FVjfceFzhL3KqSaQVNGWzlTXSkfl_LWBsxHd0Gs-vQE/edit,Sim,,Resolução nº 446/2022 - CNJ
25/03/2023,Resolução nº 326/2022,https://juslaboris.tst.jus.br/bitstream/handle/20.500.12178/198813/2022_res0326_csjt.pdf?sequence=1&isAllowed=y,CSJT,Meramente alteradora,"Altera a Resolução CSJT nº 176, de 21 de outubro de 2016, que dispõe sobre a concessão das licenças à gestante, à adotante e da licença-paternidade para magistrados e servidores da Justiça do Trabalho de primeiro e segundo graus.",Gestão de Pessoas,Não se aplica,Não se aplica,,,Não se aplica,,,,,,Não se aplica,,Resolução nº 326/2022 - CSJT
25/03/2022,Resolução nº 327/2022,https://juslaboris.tst.jus.br/bitstream/handle/20.500.12178/198793/2022_res0327_csjt.pdf?sequence=1&isAllowed=y,CSJT,Meramente alteradora,"Altera a Resolução CSJT nº 87, de 25 de novembro de 2011, que dispõe sobre os ajustes que tenham por objeto a administração dos depósitos judiciais, precatórios, requisições de pequeno valor, serviço de pagamento de pessoal e cessão de espaço físico no âmbito da Justiça do Trabalho de primeiro e segundo graus, para prever a possibilidade de participação de bancos privados nos processos licitatórios de contratação dos serviços de administração dos depósitos judiciais, no âmbito da Justiça do Trabalho de primeiro e segundo graus.",Gestão Administrativa,Não se aplica,Não se aplica,_,2503/2022,Não se aplica,_,,,,,Não se aplica,,Resolução nº 327/2022 - CSJT
25/03/2022,Resolução nº 448/2022,https://atos.cnj.jus.br/files/original002333202203286241000536830.pdf,CNJ,Meramente alteradora,"Altera, renumera e acrescenta dispositivos à Resolução CNJ nº 303/2019, que dispõe sobre a gestão de precatórios e respectivos procedimentos operacionais no âmbito do Poder Judiciário.",Funcionamento dos Órgãos Judiciais,Não se aplica,Não se aplica,_,3090/2023,Não se aplica,,,,,,Não se aplica,,Resolução nº 448/2022 - CNJ
29/03/2022,Resolução nº 447/2022,https://atos.cnj.jus.br/files/original155538202203316245cefaa94a8.pdf,CNJ,Vigente,"Institui a Doutrina de Inteligência de
Segurança Institucional do Poder
Judiciário e dá outras providências.",Segurança do Judiciário,Não se aplica,Não se aplica,_,4213/2023,Não se aplica,,,,"Verificar com o Secretário de TIC se adotamos as premissas dessa Resolução. Como tramita em caráter sigiloso, não foi possível a averiguação. ",,Não se aplica,,Resolução nº 447/2022 - CNJ
30/03/2022,Resolução nº 449/2022,https://atos.cnj.jus.br/files/original131217202204016246fa3199959.pdf,CNJ,Vigente,"Dispõe sobre a tramitação das ações
judiciais fundadas na Convenção da Haia
sobre os aspectos civis do sequestro
internacional de crianças (1980), em
execução por força do Decreto no
3.141, de 14 de abril de 2000.",Direitos Humanos,Não se aplica,Não se aplica,_,_,Não se aplica,,,,,,Não se aplica,,Resolução nº 449/2022 - CNJ
12/04/2022,Resolução nº 450/2022,https://atos.cnj.jus.br/files/original11332920220422626292895cd6a.pdf,CNJ,Meramente alteradora,"Institui a Semana de Combate ao Assédio
e à Discriminação na agenda permanente
dos tribunais. ",Funcionamento dos Órgãos Judiciais,Não se aplica,Não se aplica,,,Concluído,,,,,,Não se aplica,,Resolução nº 450/2022 - CNJ
22/04/2022,Resolução nº 451/2022,https://atos.cnj.jus.br/files/original12332720220428626a89978efab.pdf,CNJ,Meramente alteradora,"Altera a Resolução CNJ no 289/2019, que dispõe sobre a implantação e
funcionamento do Sistema Nacional de Adoção e Acolhimento – SNA e dá
outras providências.",Tecnologia da Informação e Comunicação,Não se aplica,Não se aplica,0008469-98.2019.2.00.0000 ,_,Não se aplica,,,,,,Não se aplica,,Resolução nº 451/2022 - CNJ
22/04/2022,Resolução nº 452/2022,https://atos.cnj.jus.br/files/original15200120220428626ab0a169dcd.pdf,CNJ,Meramente alteradora,"Altera a Resolução CNJ nº 35, de 24 de fevereiro de 2007.",Cartórios,Não se aplica,Não se aplica,0200922-43.2007.2.00.0000,_,Não se aplica,,,,,,Não se aplica,,Resolução nº 452/2022 - CNJ
22/04/2022,Resolução nº 453/2022,https://atos.cnj.jus.br/files/original22083320220428626b10619ea5a.pdf,CNJ,Alterada,"Institui o Fórum Nacional do Poder Judiciário para monitoramento e efetividade das demandas relacionadas aos povos indígenas e tribais (Fonit), com objetivo de elaborar estudos e propor medidas para o aperfeiçoamento do sistema judicial quanto ao tema.",Acesso à Justiça e Cidadania,Não se aplica,Não se aplica,_,_,Não se aplica,,,,,,Não se aplica,,Resolução nº 453/2022 - CNJ
